store_name,birthdate,purchases_qty
G Coffee @ USJ 57W,1967-08-29,6
G Coffee @ USJ 57W,1968-06-26,6
G Coffee @ USJ 57W,1971-01-01,6
G Coffee @ USJ 57W,1971-02-01,6
G Coffee @ USJ 57W,1971-03-08,6
G Coffee @ USJ 57W,1973-02-07,6
G Coffee @ USJ 57W,1973-05-28,6
G Coffee @ USJ 57W,1973-07-03,6
G Coffee @ USJ 57W,1975-02-13,6
G Coffee @ USJ 57W,1976-01-26,6
G Coffee @ USJ 57W,1976-04-13,6
G Coffee @ USJ 57W,1983-04-19,6
G Coffee @ USJ 57W,1985-08-26,6
G Coffee @ USJ 57W,1985-11-04,6
G Coffee @ USJ 57W,1986-07-03,6
G Coffee @ USJ 57W,1987-06-11,6
G Coffee @ USJ 57W,1990-09-19,6
G Coffee @ USJ 57W,1991-07-23,6
G Coffee @ USJ 57W,1992-11-18,6
G Coffee @ USJ 57W,1993-06-05,6
G Coffee @ USJ 57W,1994-07-27,6
G Coffee @ USJ 57W,1995-04-18,6
G Coffee @ USJ 57W,1999-06-19,6
G Coffee @ USJ 57W,1999-12-29,6
G Coffee @ USJ 57W,2002-08-01,6
G Coffee @ USJ 57W,2004-09-21,6
G Coffee @ USJ 57W,2005-01-02,6
G Coffee @ USJ 57W,2006-02-27,6
G Coffee @ USJ 57W,2007-03-26,6
G Coffee @ USJ 57W,2009-03-19,6
G Coffee @ USJ 57W,1978-01-25,7
G Coffee @ USJ 57W,2007-12-30,7
G Coffee @ USJ 89q,1964-07-28,6
G Coffee @ USJ 89q,1965-01-09,6
G Coffee @ USJ 89q,1965-01-27,6
G Coffee @ USJ 89q,1967-07-30,6
G Coffee @ USJ 89q,1967-11-04,6
G Coffee @ USJ 89q,1968-03-20,6
G Coffee @ USJ 89q,1968-04-06,6
G Coffee @ USJ 89q,1971-02-16,6
G Coffee @ USJ 89q,1971-11-23,6
G Coffee @ USJ 89q,1971-12-22,6
G Coffee @ USJ 89q,1974-09-24,6
G Coffee @ USJ 89q,1975-08-15,6
G Coffee @ USJ 89q,1978-06-10,6
G Coffee @ USJ 89q,1978-07-09,6
G Coffee @ USJ 89q,1984-11-28,6
G Coffee @ USJ 89q,1987-07-27,6
G Coffee @ USJ 89q,1990-03-16,6
G Coffee @ USJ 89q,1992-10-17,6
G Coffee @ USJ 89q,1993-10-14,6
G Coffee @ USJ 89q,1995-01-11,6
G Coffee @ USJ 89q,1996-02-27,6
G Coffee @ USJ 89q,1996-09-27,6
G Coffee @ USJ 89q,1997-04-30,6
G Coffee @ USJ 89q,1997-07-28,6
G Coffee @ USJ 89q,1971-11-13,7
G Coffee @ USJ 89q,1974-07-07,7
G Coffee @ USJ 89q,1976-08-10,7
G Coffee @ USJ 89q,1987-05-29,7
G Coffee @ USJ 89q,1994-02-24,7
G Coffee @ USJ 89q,1995-02-11,7
G Coffee @ USJ 89q,1995-12-17,7
G Coffee @ USJ 89q,2001-06-11,7
G Coffee @ USJ 89q,2001-09-12,7
G Coffee @ USJ 89q,2002-09-26,7
G Coffee @ USJ 89q,2008-05-26,7
