store_name,birthdate,purchases_qty
G Coffee @ Bandar Seri Mulia,1983-08-12,3
G Coffee @ Bandar Seri Mulia,1983-12-25,3
G Coffee @ Bandar Seri Mulia,1984-03-05,3
G Coffee @ Bandar Seri Mulia,1984-08-25,3
G Coffee @ Bandar Seri Mulia,1986-05-11,3
G Coffee @ Bandar Seri Mulia,1987-01-03,3
G Coffee @ Bandar Seri Mulia,1988-01-02,3
G Coffee @ Bandar Seri Mulia,1991-01-31,3
G Coffee @ Bandar Seri Mulia,1992-11-29,3
G Coffee @ Bandar Seri Mulia,2004-11-06,3
G Coffee @ Bandar Seri Mulia,2006-03-02,3
G Coffee @ Bandar Seri Mulia,2007-08-02,3
G Coffee @ Bandar Seri Mulia,1965-02-07,4
G Coffee @ Damansara Saujana,1965-03-03,2
G Coffee @ Damansara Saujana,1968-07-27,2
G Coffee @ Damansara Saujana,1992-07-10,2
G Coffee @ Damansara Saujana,2001-09-20,2
G Coffee @ Damansara Saujana,2004-12-21,2
G Coffee @ Damansara Saujana,2009-04-03,2
G Coffee @ Damansara Saujana,1964-12-08,3
G Coffee @ Damansara Saujana,1965-02-17,3
G Coffee @ Damansara Saujana,1967-06-16,3
G Coffee @ Damansara Saujana,1969-09-09,3
G Coffee @ Damansara Saujana,1970-04-21,3
G Coffee @ Damansara Saujana,1972-02-16,3
G Coffee @ Damansara Saujana,1972-08-07,3
G Coffee @ Damansara Saujana,1973-11-07,3
G Coffee @ Damansara Saujana,1974-08-09,3
G Coffee @ Damansara Saujana,1974-11-16,3
G Coffee @ Damansara Saujana,1977-09-22,3
G Coffee @ Damansara Saujana,1978-02-06,3
G Coffee @ Damansara Saujana,1980-08-22,3
G Coffee @ Damansara Saujana,1981-04-14,3
G Coffee @ Damansara Saujana,1982-08-26,3
G Coffee @ Damansara Saujana,1985-03-05,3
G Coffee @ Damansara Saujana,1985-08-16,3
G Coffee @ Damansara Saujana,1987-01-29,3
G Coffee @ Damansara Saujana,1990-03-16,3
G Coffee @ Damansara Saujana,1991-03-19,3
G Coffee @ Damansara Saujana,1993-06-30,3
G Coffee @ Damansara Saujana,1996-08-13,3
G Coffee @ Damansara Saujana,1996-11-16,3
G Coffee @ Damansara Saujana,1997-07-08,3
G Coffee @ Damansara Saujana,1998-06-26,3
G Coffee @ Damansara Saujana,1999-06-04,3
G Coffee @ Damansara Saujana,2001-08-09,3
G Coffee @ Damansara Saujana,2003-07-24,3
G Coffee @ Damansara Saujana,2003-10-25,3
G Coffee @ Kampung Changkat,1992-10-18,2
G Coffee @ Kampung Changkat,1966-04-26,3
G Coffee @ Kampung Changkat,1967-04-19,3
G Coffee @ Kampung Changkat,1967-04-30,3
G Coffee @ Kampung Changkat,1971-04-23,3
G Coffee @ Kampung Changkat,1973-05-18,3
G Coffee @ Kampung Changkat,1974-02-02,3
G Coffee @ Kampung Changkat,1974-12-29,3
G Coffee @ Kampung Changkat,1975-01-19,3
G Coffee @ Kampung Changkat,1975-03-22,3
G Coffee @ Kampung Changkat,1975-12-13,3
G Coffee @ Kampung Changkat,1979-05-08,3
G Coffee @ Kampung Changkat,1981-12-26,3
G Coffee @ Kampung Changkat,1982-06-22,3
G Coffee @ Kampung Changkat,1986-03-05,3
G Coffee @ Kampung Changkat,1986-08-06,3
G Coffee @ Kampung Changkat,1986-08-10,3
G Coffee @ Kampung Changkat,1987-05-20,3
G Coffee @ Kampung Changkat,1987-10-06,3
G Coffee @ Kampung Changkat,1988-01-25,3
G Coffee @ Kampung Changkat,1988-04-07,3
G Coffee @ Kampung Changkat,1995-11-19,3
G Coffee @ Kampung Changkat,1996-12-24,3
G Coffee @ Kampung Changkat,1997-08-29,3
G Coffee @ Kampung Changkat,1999-09-16,3
G Coffee @ Kampung Changkat,2000-07-29,3
G Coffee @ Kampung Changkat,2000-10-21,3
G Coffee @ Kampung Changkat,2001-05-02,3
G Coffee @ Kampung Changkat,2001-07-07,3
G Coffee @ Kampung Changkat,2002-04-25,3
G Coffee @ Kampung Changkat,2003-03-03,3
G Coffee @ Kampung Changkat,2004-10-12,3
G Coffee @ Kampung Changkat,2006-03-13,3
G Coffee @ Kampung Changkat,2007-01-20,3
G Coffee @ Kampung Changkat,1977-10-06,4
G Coffee @ Kondominium Putra,1964-07-25,2
G Coffee @ Kondominium Putra,1966-09-17,2
G Coffee @ Kondominium Putra,1967-05-30,2
G Coffee @ Kondominium Putra,1981-03-08,2
G Coffee @ Kondominium Putra,1982-06-03,2
G Coffee @ Kondominium Putra,1991-09-03,2
G Coffee @ Kondominium Putra,1992-12-11,2
G Coffee @ Kondominium Putra,1965-02-16,3
G Coffee @ Kondominium Putra,1969-04-02,3
G Coffee @ Kondominium Putra,1969-08-18,3
G Coffee @ Kondominium Putra,1970-01-30,3
G Coffee @ Kondominium Putra,1972-05-19,3
G Coffee @ Kondominium Putra,1972-06-10,3
G Coffee @ Kondominium Putra,1972-09-13,3
G Coffee @ Kondominium Putra,1975-01-04,3
G Coffee @ Kondominium Putra,1980-03-20,3
G Coffee @ Kondominium Putra,1981-07-22,3
G Coffee @ Kondominium Putra,1982-02-13,3
G Coffee @ Kondominium Putra,1983-11-06,3
G Coffee @ Kondominium Putra,1984-05-10,3
G Coffee @ Kondominium Putra,1984-06-08,3
G Coffee @ Kondominium Putra,1986-10-06,3
G Coffee @ Kondominium Putra,1986-11-13,3
G Coffee @ Kondominium Putra,1988-05-29,3
G Coffee @ Kondominium Putra,1989-04-07,3
G Coffee @ Kondominium Putra,1989-04-26,3
G Coffee @ Kondominium Putra,1993-01-29,3
G Coffee @ Kondominium Putra,1994-08-21,3
G Coffee @ Kondominium Putra,1998-08-14,3
G Coffee @ Kondominium Putra,1998-08-23,3
G Coffee @ Kondominium Putra,2005-03-02,3
G Coffee @ Kondominium Putra,2007-03-28,3
G Coffee @ Kondominium Putra,2007-11-16,3
G Coffee @ Kondominium Putra,2007-12-27,3
G Coffee @ Kondominium Putra,1993-12-11,4
G Coffee @ PJS8,1975-07-15,2
G Coffee @ PJS8,1990-08-08,2
G Coffee @ PJS8,1965-11-18,3
G Coffee @ PJS8,1966-12-24,3
G Coffee @ PJS8,1967-04-16,3
G Coffee @ PJS8,1969-07-14,3
G Coffee @ PJS8,1971-02-24,3
G Coffee @ PJS8,1971-07-28,3
G Coffee @ PJS8,1973-02-21,3
G Coffee @ PJS8,1978-07-10,3
G Coffee @ PJS8,1978-08-09,3
G Coffee @ PJS8,1982-11-25,3
G Coffee @ PJS8,1983-09-22,3
G Coffee @ PJS8,1983-12-18,3
G Coffee @ PJS8,1984-01-16,3
G Coffee @ PJS8,1986-02-19,3
G Coffee @ PJS8,1986-06-25,3
G Coffee @ PJS8,1996-06-06,3
G Coffee @ PJS8,1996-07-16,3
G Coffee @ PJS8,1997-07-21,3
G Coffee @ PJS8,1997-10-02,3
G Coffee @ PJS8,1998-09-22,3
G Coffee @ PJS8,2000-06-23,3
G Coffee @ PJS8,2002-01-01,3
G Coffee @ PJS8,2002-01-14,3
G Coffee @ PJS8,2003-11-02,3
G Coffee @ PJS8,2005-12-09,3
G Coffee @ PJS8,2006-06-03,3
G Coffee @ PJS8,2006-11-20,3
G Coffee @ PJS8,2007-07-09,3
G Coffee @ PJS8,2008-01-13,3
G Coffee @ PJS8,2008-04-21,3
G Coffee @ PJS8,2008-12-11,3
G Coffee @ PJS8,2009-05-12,3
G Coffee @ PJS8,1999-07-11,4
G Coffee @ Seksyen 21,1966-01-20,2
G Coffee @ Seksyen 21,1970-03-03,2
G Coffee @ Seksyen 21,1972-06-25,2
G Coffee @ Seksyen 21,1973-05-08,2
G Coffee @ Seksyen 21,1980-07-29,2
G Coffee @ Seksyen 21,1980-12-02,2
G Coffee @ Seksyen 21,1982-11-09,2
G Coffee @ Seksyen 21,1985-05-22,2
G Coffee @ Seksyen 21,1987-02-15,2
G Coffee @ Seksyen 21,1994-04-12,2
G Coffee @ Seksyen 21,2003-06-10,2
G Coffee @ Seksyen 21,1964-12-04,3
G Coffee @ Seksyen 21,1965-04-01,3
G Coffee @ Seksyen 21,1968-12-13,3
G Coffee @ Seksyen 21,1969-03-26,3
G Coffee @ Seksyen 21,1969-12-26,3
G Coffee @ Seksyen 21,1970-10-11,3
G Coffee @ Seksyen 21,1972-03-05,3
G Coffee @ Seksyen 21,1973-12-08,3
G Coffee @ Seksyen 21,1976-06-11,3
G Coffee @ Seksyen 21,1977-07-19,3
G Coffee @ Seksyen 21,1977-09-30,3
G Coffee @ Seksyen 21,1979-11-11,3
G Coffee @ Seksyen 21,1981-05-03,3
G Coffee @ Seksyen 21,1984-07-25,3
G Coffee @ Seksyen 21,1985-02-07,3
G Coffee @ Seksyen 21,1985-03-16,3
G Coffee @ Seksyen 21,1985-04-13,3
G Coffee @ Seksyen 21,1988-01-30,3
G Coffee @ Seksyen 21,1988-12-03,3
G Coffee @ Seksyen 21,1989-04-03,3
G Coffee @ Seksyen 21,1989-09-10,3
G Coffee @ Seksyen 21,1997-05-28,3
G Coffee @ Seksyen 21,2000-07-15,3
G Coffee @ Seksyen 21,2003-03-22,3
G Coffee @ Taman Damansara,1964-10-03,2
G Coffee @ Taman Damansara,1965-08-28,2
G Coffee @ Taman Damansara,1969-12-14,2
G Coffee @ Taman Damansara,1986-09-12,2
G Coffee @ Taman Damansara,1987-07-18,2
G Coffee @ Taman Damansara,1995-11-02,2
G Coffee @ Taman Damansara,1999-01-24,2
G Coffee @ Taman Damansara,2004-07-17,2
G Coffee @ Taman Damansara,2006-01-04,2
G Coffee @ Taman Damansara,1967-07-02,3
G Coffee @ Taman Damansara,1968-03-18,3
G Coffee @ Taman Damansara,1969-11-09,3
G Coffee @ Taman Damansara,1972-09-23,3
G Coffee @ Taman Damansara,1978-06-18,3
G Coffee @ Taman Damansara,1982-06-22,3
G Coffee @ Taman Damansara,1984-04-19,3
G Coffee @ Taman Damansara,1989-03-07,3
G Coffee @ Taman Damansara,1990-06-01,3
G Coffee @ Taman Damansara,1992-04-03,3
G Coffee @ Taman Damansara,1993-02-25,3
G Coffee @ Taman Damansara,1993-10-27,3
G Coffee @ Taman Damansara,1995-05-16,3
G Coffee @ Taman Damansara,1995-07-15,3
G Coffee @ Taman Damansara,1995-10-17,3
G Coffee @ Taman Damansara,1997-05-12,3
G Coffee @ Taman Damansara,1997-09-23,3
G Coffee @ Taman Damansara,1997-12-28,3
G Coffee @ Taman Damansara,1998-05-09,3
G Coffee @ Taman Damansara,1998-10-31,3
G Coffee @ Taman Damansara,1999-06-22,3
G Coffee @ Taman Damansara,2001-11-16,3
G Coffee @ Taman Damansara,2002-03-15,3
G Coffee @ Taman Damansara,2005-05-28,3
G Coffee @ Taman Damansara,2006-05-21,3
G Coffee @ Taman Damansara,2006-09-13,4
G Coffee @ USJ 57W,1965-01-20,2
G Coffee @ USJ 57W,1966-05-08,2
G Coffee @ USJ 57W,1967-03-09,2
G Coffee @ USJ 57W,1971-12-05,2
G Coffee @ USJ 57W,1978-03-31,2
G Coffee @ USJ 57W,1983-01-18,2
G Coffee @ USJ 57W,1984-12-31,2
G Coffee @ USJ 57W,1987-04-08,2
G Coffee @ USJ 57W,1997-02-26,2
G Coffee @ USJ 57W,2003-02-23,2
G Coffee @ USJ 57W,2005-10-23,2
G Coffee @ USJ 57W,2006-01-04,2
G Coffee @ USJ 57W,2006-06-26,2
G Coffee @ USJ 57W,2006-11-22,2
G Coffee @ USJ 57W,2008-12-15,2
G Coffee @ USJ 57W,1964-11-15,3
G Coffee @ USJ 57W,1971-02-27,3
G Coffee @ USJ 57W,1971-08-03,3
G Coffee @ USJ 57W,1974-06-23,3
G Coffee @ USJ 57W,1978-08-04,3
G Coffee @ USJ 57W,1981-01-26,3
G Coffee @ USJ 57W,1986-07-26,3
G Coffee @ USJ 57W,1989-07-29,3
G Coffee @ USJ 57W,1994-08-11,3
G Coffee @ USJ 57W,1996-06-14,3
G Coffee @ USJ 57W,1999-12-04,3
G Coffee @ USJ 57W,2000-03-31,3
G Coffee @ USJ 57W,2000-06-25,3
G Coffee @ USJ 57W,2000-07-01,3
G Coffee @ USJ 57W,2001-07-02,3
G Coffee @ USJ 57W,2001-08-20,3
G Coffee @ USJ 57W,2005-11-29,3
G Coffee @ USJ 57W,2006-02-27,3
G Coffee @ USJ 57W,2006-12-02,3
G Coffee @ USJ 57W,2007-03-14,3
G Coffee @ USJ 89q,2008-10-06,2
G Coffee @ USJ 89q,1965-08-05,3
G Coffee @ USJ 89q,1968-10-31,3
G Coffee @ USJ 89q,1969-02-01,3
G Coffee @ USJ 89q,1969-02-18,3
G Coffee @ USJ 89q,1970-04-23,3
G Coffee @ USJ 89q,1970-09-20,3
G Coffee @ USJ 89q,1971-08-04,3
G Coffee @ USJ 89q,1972-02-15,3
G Coffee @ USJ 89q,1972-10-11,3
G Coffee @ USJ 89q,1976-05-30,3
G Coffee @ USJ 89q,1977-04-27,3
G Coffee @ USJ 89q,1978-06-10,3
G Coffee @ USJ 89q,1980-09-16,3
G Coffee @ USJ 89q,1980-10-04,3
G Coffee @ USJ 89q,1981-09-07,3
G Coffee @ USJ 89q,1981-11-28,3
G Coffee @ USJ 89q,1982-09-13,3
G Coffee @ USJ 89q,1982-12-02,3
G Coffee @ USJ 89q,1983-08-17,3
G Coffee @ USJ 89q,1984-01-07,3
G Coffee @ USJ 89q,1986-05-24,3
G Coffee @ USJ 89q,1989-04-12,3
G Coffee @ USJ 89q,1994-02-18,3
G Coffee @ USJ 89q,1994-05-10,3
G Coffee @ USJ 89q,1995-09-29,3
G Coffee @ USJ 89q,2000-03-01,3
G Coffee @ USJ 89q,2001-11-27,3
G Coffee @ USJ 89q,2002-12-18,3
G Coffee @ USJ 89q,2003-04-21,3
G Coffee @ USJ 89q,2004-07-25,3
G Coffee @ USJ 89q,2004-08-31,3
G Coffee @ USJ 89q,2008-10-25,3
G Coffee @ USJ 89q,2009-05-03,3
G Coffee @ USJ 89q,1995-10-21,4
