store_name,birthdate,purchases_qty
G Coffee @ USJ 57W,1990-05-31,4
G Coffee @ USJ 57W,1974-08-28,4
G Coffee @ USJ 57W,2008-12-15,3
G Coffee @ USJ 57W,2003-02-23,3
G Coffee @ USJ 57W,2005-11-29,3
G Coffee @ USJ 57W,1971-02-27,3
G Coffee @ USJ 57W,1987-11-01,3
G Coffee @ USJ 57W,1966-02-04,3
G Coffee @ USJ 57W,2004-07-15,3
G Coffee @ USJ 57W,1984-07-24,3
G Coffee @ USJ 57W,1978-03-04,3
G Coffee @ USJ 57W,1980-11-02,3
G Coffee @ USJ 57W,1978-08-04,3
G Coffee @ USJ 57W,1972-11-04,3
G Coffee @ USJ 57W,2007-04-16,3
G Coffee @ USJ 57W,2007-03-08,3
G Coffee @ USJ 57W,1964-11-15,3
G Coffee @ USJ 57W,2003-08-10,3
G Coffee @ USJ 57W,1974-07-18,3
G Coffee @ USJ 57W,2006-12-02,3
G Coffee @ USJ 57W,2000-07-01,3
G Coffee @ USJ 57W,1976-09-14,3
G Coffee @ USJ 57W,1985-12-12,3
G Coffee @ USJ 57W,1998-12-05,3
G Coffee @ USJ 57W,1966-06-27,3
G Coffee @ USJ 57W,2008-09-02,3
G Coffee @ USJ 57W,2001-12-23,3
G Coffee @ USJ 57W,1965-07-05,3
G Coffee @ USJ 57W,1977-06-27,3
G Coffee @ Kampung Changkat,1988-04-07,4
G Coffee @ Kampung Changkat,2004-10-06,4
G Coffee @ Kampung Changkat,2001-10-21,4
G Coffee @ Kampung Changkat,2002-05-22,4
G Coffee @ Kampung Changkat,1977-10-06,4
G Coffee @ Kampung Changkat,1990-07-25,4
G Coffee @ Kampung Changkat,1975-01-19,4
G Coffee @ Kampung Changkat,1966-02-04,3
G Coffee @ Kampung Changkat,2004-10-12,3
G Coffee @ Kampung Changkat,1976-02-06,3
G Coffee @ Kampung Changkat,1999-09-16,3
G Coffee @ Kampung Changkat,1987-10-06,3
G Coffee @ Kampung Changkat,2003-03-03,3
G Coffee @ Kampung Changkat,1970-10-16,3
G Coffee @ Kampung Changkat,1987-05-20,3
G Coffee @ Kampung Changkat,1988-01-25,3
G Coffee @ Kampung Changkat,1978-07-25,3
G Coffee @ Kampung Changkat,1975-03-22,3
G Coffee @ Kampung Changkat,1984-04-14,3
G Coffee @ Kampung Changkat,1995-07-30,3
G Coffee @ Kampung Changkat,2002-04-25,3
G Coffee @ Kampung Changkat,1979-09-10,3
G Coffee @ Kampung Changkat,2007-01-20,3
G Coffee @ Kampung Changkat,2008-11-06,3
G Coffee @ Kampung Changkat,1983-01-31,3
G Coffee @ Kampung Changkat,1975-06-21,3
G Coffee @ Kampung Changkat,1985-08-04,3
G Coffee @ Kampung Changkat,2003-09-04,3
G Coffee @ Kampung Changkat,1977-07-09,3
G Coffee @ Kampung Changkat,1988-05-23,3
G Coffee @ Kampung Changkat,1986-08-06,3
G Coffee @ Kampung Changkat,1986-07-26,3
G Coffee @ Kampung Changkat,1973-11-19,3
G Coffee @ Kampung Changkat,1975-10-05,3
G Coffee @ Kampung Changkat,1980-07-02,3
G Coffee @ Seksyen 21,1972-03-05,4
G Coffee @ Seksyen 21,1988-01-30,4
G Coffee @ Seksyen 21,1981-05-03,4
G Coffee @ Seksyen 21,1971-11-14,4
G Coffee @ Seksyen 21,1975-09-06,4
G Coffee @ Seksyen 21,1969-12-26,3
G Coffee @ Seksyen 21,1991-07-28,3
G Coffee @ Seksyen 21,1975-02-25,3
G Coffee @ Seksyen 21,1992-01-17,3
G Coffee @ Seksyen 21,1997-05-03,3
G Coffee @ Seksyen 21,1976-12-02,3
G Coffee @ Seksyen 21,2003-08-11,3
G Coffee @ Seksyen 21,1999-07-13,3
G Coffee @ Seksyen 21,1977-09-30,3
G Coffee @ Seksyen 21,1965-04-01,3
G Coffee @ Seksyen 21,1985-02-07,3
G Coffee @ Seksyen 21,1985-04-13,3
G Coffee @ Seksyen 21,1972-12-08,3
G Coffee @ Seksyen 21,2000-07-15,3
G Coffee @ Seksyen 21,1984-07-25,3
G Coffee @ Seksyen 21,1968-12-13,3
G Coffee @ Seksyen 21,1984-10-02,3
G Coffee @ Seksyen 21,2006-01-15,3
G Coffee @ Seksyen 21,2004-11-23,3
G Coffee @ Seksyen 21,2000-09-17,3
G Coffee @ Seksyen 21,1990-02-21,3
G Coffee @ Seksyen 21,1985-03-16,3
G Coffee @ Seksyen 21,1996-09-15,3
G Coffee @ Seksyen 21,1977-10-04,3
G Coffee @ Seksyen 21,1969-03-16,3
G Coffee @ Seksyen 21,1988-12-03,3
G Coffee @ Seksyen 21,1998-06-02,3
G Coffee @ Seksyen 21,2002-05-24,3
G Coffee @ Seksyen 21,2001-10-09,3
G Coffee @ Seksyen 21,1969-03-26,3
G Coffee @ Alam Tun Hussein Onn,1974-07-03,4
G Coffee @ Alam Tun Hussein Onn,1990-11-07,4
G Coffee @ Alam Tun Hussein Onn,1979-07-05,4
G Coffee @ Alam Tun Hussein Onn,2004-06-24,4
G Coffee @ Alam Tun Hussein Onn,2001-07-09,4
G Coffee @ Alam Tun Hussein Onn,1983-02-19,4
G Coffee @ Alam Tun Hussein Onn,2002-10-31,3
G Coffee @ Alam Tun Hussein Onn,1965-08-31,3
G Coffee @ Alam Tun Hussein Onn,1999-07-17,3
G Coffee @ Alam Tun Hussein Onn,1988-03-27,3
G Coffee @ Alam Tun Hussein Onn,1992-11-01,3
G Coffee @ Alam Tun Hussein Onn,1994-10-22,3
G Coffee @ Alam Tun Hussein Onn,1989-06-16,3
G Coffee @ Alam Tun Hussein Onn,1966-04-19,3
G Coffee @ Alam Tun Hussein Onn,1995-10-01,3
G Coffee @ Alam Tun Hussein Onn,1985-07-06,3
G Coffee @ Alam Tun Hussein Onn,1969-07-31,3
G Coffee @ Alam Tun Hussein Onn,1994-02-12,3
G Coffee @ Alam Tun Hussein Onn,1964-08-13,3
G Coffee @ Alam Tun Hussein Onn,1976-07-02,3
G Coffee @ Alam Tun Hussein Onn,1994-03-23,3
G Coffee @ Alam Tun Hussein Onn,2002-08-03,3
G Coffee @ Alam Tun Hussein Onn,1972-11-23,3
G Coffee @ Alam Tun Hussein Onn,1970-05-19,3
G Coffee @ Alam Tun Hussein Onn,1985-01-29,3
G Coffee @ Alam Tun Hussein Onn,1995-11-01,3
G Coffee @ Alam Tun Hussein Onn,2006-08-18,3
G Coffee @ Alam Tun Hussein Onn,1987-08-26,3
G Coffee @ Alam Tun Hussein Onn,2002-02-12,3
G Coffee @ Alam Tun Hussein Onn,2002-01-01,3
G Coffee @ Alam Tun Hussein Onn,1984-08-27,3
G Coffee @ Alam Tun Hussein Onn,2005-01-28,3
G Coffee @ Alam Tun Hussein Onn,1973-11-07,3
G Coffee @ Alam Tun Hussein Onn,1978-09-06,3
G Coffee @ Alam Tun Hussein Onn,1979-01-30,3
G Coffee @ Damansara Saujana,1994-03-21,4
G Coffee @ Damansara Saujana,1970-04-21,4
G Coffee @ Damansara Saujana,2001-08-18,4
G Coffee @ Damansara Saujana,1973-02-11,4
G Coffee @ Damansara Saujana,1977-01-09,4
G Coffee @ Damansara Saujana,2008-01-11,4
G Coffee @ Damansara Saujana,2001-12-12,4
G Coffee @ Damansara Saujana,1982-08-26,4
G Coffee @ Damansara Saujana,2004-04-29,4
G Coffee @ Damansara Saujana,2009-04-03,3
G Coffee @ Damansara Saujana,1985-03-05,3
G Coffee @ Damansara Saujana,1998-06-26,3
G Coffee @ Damansara Saujana,1976-07-17,3
G Coffee @ Damansara Saujana,2002-02-17,3
G Coffee @ Damansara Saujana,1985-08-16,3
G Coffee @ Damansara Saujana,1983-10-29,3
G Coffee @ Damansara Saujana,1986-05-12,3
G Coffee @ Damansara Saujana,1979-08-07,3
G Coffee @ Damansara Saujana,1977-09-22,3
G Coffee @ Damansara Saujana,1983-07-16,3
G Coffee @ Damansara Saujana,2001-08-09,3
G Coffee @ Damansara Saujana,1971-07-18,3
G Coffee @ Damansara Saujana,1984-07-20,3
G Coffee @ Damansara Saujana,1994-02-02,3
G Coffee @ Damansara Saujana,1974-08-09,3
G Coffee @ Damansara Saujana,1966-07-21,3
G Coffee @ Damansara Saujana,1980-11-18,3
G Coffee @ Damansara Saujana,1987-01-29,3
G Coffee @ Damansara Saujana,1966-12-18,3
G Coffee @ Damansara Saujana,1973-04-23,3
G Coffee @ Damansara Saujana,1972-08-07,3
G Coffee @ Damansara Saujana,2003-05-23,3
G Coffee @ Damansara Saujana,1980-08-02,3
G Coffee @ Damansara Saujana,1971-05-14,3
G Coffee @ Damansara Saujana,1965-02-17,3
G Coffee @ Bandar Seri Mulia,1965-01-05,4
G Coffee @ Bandar Seri Mulia,1981-07-05,4
G Coffee @ Bandar Seri Mulia,1965-02-07,4
G Coffee @ Bandar Seri Mulia,1991-01-31,4
G Coffee @ Bandar Seri Mulia,1981-08-17,4
G Coffee @ Bandar Seri Mulia,1981-02-19,4
G Coffee @ Bandar Seri Mulia,1993-07-02,4
G Coffee @ Bandar Seri Mulia,1976-02-29,4
G Coffee @ Bandar Seri Mulia,1971-07-25,3
G Coffee @ Bandar Seri Mulia,1970-10-14,3
G Coffee @ Bandar Seri Mulia,1967-05-14,3
G Coffee @ Bandar Seri Mulia,1996-06-18,3
G Coffee @ Bandar Seri Mulia,1988-09-02,3
G Coffee @ Bandar Seri Mulia,1994-08-15,3
G Coffee @ Bandar Seri Mulia,1987-11-24,3
G Coffee @ Bandar Seri Mulia,1973-05-24,3
G Coffee @ Bandar Seri Mulia,1984-08-25,3
G Coffee @ Bandar Seri Mulia,1976-10-11,3
G Coffee @ Bandar Seri Mulia,1974-09-28,3
G Coffee @ Bandar Seri Mulia,1999-11-03,3
G Coffee @ Bandar Seri Mulia,2001-10-18,3
G Coffee @ Bandar Seri Mulia,1980-06-23,3
G Coffee @ Bandar Seri Mulia,1990-11-12,3
G Coffee @ Bandar Seri Mulia,2004-11-06,3
G Coffee @ Bandar Seri Mulia,1976-11-19,3
G Coffee @ Bandar Seri Mulia,1992-10-24,3
G Coffee @ Bandar Seri Mulia,2003-05-25,3
G Coffee @ Bandar Seri Mulia,2004-07-08,3
G Coffee @ Bandar Seri Mulia,1968-01-16,3
G Coffee @ Bandar Seri Mulia,1988-01-02,3
G Coffee @ Bandar Seri Mulia,1969-12-15,3
G Coffee @ Bandar Seri Mulia,1991-10-24,3
G Coffee @ Bandar Seri Mulia,2006-03-02,3
G Coffee @ Bandar Seri Mulia,1986-05-11,3
G Coffee @ Bandar Seri Mulia,1989-01-31,3
G Coffee @ PJS8,1998-09-22,4
G Coffee @ PJS8,1999-07-11,4
G Coffee @ PJS8,1994-05-06,4
G Coffee @ PJS8,1998-01-12,4
G Coffee @ PJS8,1988-02-09,3
G Coffee @ PJS8,1980-05-25,3
G Coffee @ PJS8,2002-01-17,3
G Coffee @ PJS8,2004-04-17,3
G Coffee @ PJS8,1996-06-06,3
G Coffee @ PJS8,1972-01-22,3
G Coffee @ PJS8,1968-07-12,3
G Coffee @ PJS8,1967-11-18,3
G Coffee @ PJS8,1978-08-09,3
G Coffee @ PJS8,1998-04-19,3
G Coffee @ PJS8,1978-05-02,3
G Coffee @ PJS8,1986-02-19,3
G Coffee @ PJS8,2005-01-02,3
G Coffee @ PJS8,1966-12-24,3
G Coffee @ PJS8,2006-11-20,3
G Coffee @ PJS8,1968-12-22,3
G Coffee @ PJS8,2002-01-14,3
G Coffee @ PJS8,1964-09-21,3
G Coffee @ PJS8,2007-11-05,3
G Coffee @ PJS8,1983-09-22,3
G Coffee @ PJS8,1997-07-21,3
G Coffee @ PJS8,1998-10-22,3
G Coffee @ PJS8,1976-08-29,3
G Coffee @ PJS8,2003-01-28,3
G Coffee @ PJS8,1986-06-25,3
G Coffee @ PJS8,1993-04-27,3
G Coffee @ PJS8,1996-07-16,3
G Coffee @ PJS8,1969-07-14,3
G Coffee @ PJS8,1983-12-18,3
G Coffee @ PJS8,2004-03-20,3
G Coffee @ PJS8,2008-01-13,3
G Coffee @ Taman Damansara,2006-09-13,4
G Coffee @ Taman Damansara,1991-04-30,4
G Coffee @ Taman Damansara,1993-02-25,4
G Coffee @ Taman Damansara,1968-01-14,4
G Coffee @ Taman Damansara,1988-10-12,4
G Coffee @ Taman Damansara,2006-08-02,4
G Coffee @ Taman Damansara,1993-12-21,4
G Coffee @ Taman Damansara,1980-09-12,4
G Coffee @ Taman Damansara,1977-11-21,4
G Coffee @ Taman Damansara,1994-04-08,4
G Coffee @ Taman Damansara,1999-01-24,3
G Coffee @ Taman Damansara,1973-02-18,3
G Coffee @ Taman Damansara,1978-03-21,3
G Coffee @ Taman Damansara,1999-06-22,3
G Coffee @ Taman Damansara,1997-08-24,3
G Coffee @ Taman Damansara,1990-07-09,3
G Coffee @ Taman Damansara,1966-06-03,3
G Coffee @ Taman Damansara,1995-12-14,3
G Coffee @ Taman Damansara,1968-03-18,3
G Coffee @ Taman Damansara,1997-12-28,3
G Coffee @ Taman Damansara,1971-04-03,3
G Coffee @ Taman Damansara,1965-08-24,3
G Coffee @ Taman Damansara,1997-09-23,3
G Coffee @ Taman Damansara,1983-10-28,3
G Coffee @ Taman Damansara,1972-09-23,3
G Coffee @ Taman Damansara,2001-09-16,3
G Coffee @ Taman Damansara,1985-03-23,3
G Coffee @ Taman Damansara,1997-05-12,3
G Coffee @ Taman Damansara,1990-06-01,3
G Coffee @ Taman Damansara,1974-09-21,3
G Coffee @ Taman Damansara,2003-05-23,3
G Coffee @ Taman Damansara,1992-09-19,3
G Coffee @ Taman Damansara,1974-02-15,3
G Coffee @ Taman Damansara,1999-11-08,3
G Coffee @ Taman Damansara,2005-05-28,3
